Crime Id,Year Id,Month Id,Day Id,Time Id,City Id,Latitude,Longitude
10,1,3,1,1,6,40.59852476,-73.7527656
10,1,7,1,1,6,40.60274595,-73.75007787
10,1,7,1,1,6,40.65283864,-73.72831715
10,1,10,1,1,6,40.65743218,-73.72895441
10,1,7,1,1,6,40.66778357,-73.78085282
10,1,4,1,1,6,40.66929796,-73.84243587
10,1,7,1,1,6,40.67760528,-73.82821878
10,1,4,1,1,6,40.67905111,-73.84928458
10,1,10,1,1,6,40.68520897,-73.80945697
10,1,3,1,1,6,40.68621978,-73.81666191
10,1,2,1,1,6,40.68647248,-73.82025973
10,1,7,1,1,6,40.68731965,-73.82140048
10,1,7,1,1,6,40.69481763,-73.90021142
10,1,3,1,1,6,40.69525961,-73.84156312
10,1,6,1,1,6,40.69554725,-73.76162694
10,1,2,1,1,6,40.69597843,-73.84333569
10,1,0,1,1,6,40.69849119,-73.83445449
10,1,5,1,1,6,40.69914887,-73.82091077
10,1,6,1,1,6,40.69915252,-73.90787577
10,1,7,1,1,6,40.69970659,-73.82125189
10,1,9,1,1,6,40.70047789,-73.82848082
10,1,7,1,1,6,40.70206382,-73.82091015
10,1,5,1,1,6,40.70225442,-73.9082682
10,1,8,1,1,6,40.70463717,-73.9052389
10,1,7,1,1,6,40.70489657,-73.89726407
10,1,8,1,1,6,40.70682018,-73.90305006
10,1,3,1,1,6,40.70735405,-73.78913033
10,1,8,1,1,6,40.70795712,-73.79020328
10,1,0,1,1,6,40.70954604,-73.73783571
10,1,4,1,1,6,40.71210361,-73.80697054
10,1,9,1,1,6,40.71426427,-73.75270423
10,1,10,1,1,6,40.71571905,-73.73663905
10,1,8,1,1,6,40.71640908,-73.80797173
10,1,5,1,1,6,40.71990818,-73.74053308
10,1,1,1,1,6,40.7213377,-73.90360977
10,1,4,1,1,6,40.72627764,-73.81536832
10,1,5,1,1,6,40.7268654,-73.86049446
10,1,3,1,1,6,40.72840774,-73.90305834
10,1,9,1,1,6,40.73057313,-73.8905567
10,1,8,1,1,6,40.73578328,-73.8106258
10,1,11,1,1,6,40.73749333,-73.80572061
10,1,11,1,1,6,40.7383777,-73.8861559
10,1,8,1,1,6,40.73862808,-73.88677975
10,1,4,1,1,6,40.73947104,-73.94287387
10,1,1,1,1,6,40.73968346,-73.93457751
10,1,2,1,1,6,40.73968346,-73.93457751
10,1,7,1,1,6,40.7421792,-73.80443306
10,1,8,1,1,6,40.74601719,-73.88984924
10,1,9,1,1,6,40.74644546,-73.88163812
10,1,8,1,1,6,40.74652728,-73.88656784
10,1,9,1,1,6,40.74652728,-73.88656784
10,1,11,1,1,6,40.74677249,-73.90588633
10,1,7,1,1,6,40.7468531,-73.8914322
10,1,11,1,1,6,40.74749494,-73.88532107
10,1,8,1,1,6,40.74757629,-73.87139007
10,1,8,1,1,6,40.74759008,-73.884397
10,1,0,1,1,6,40.74793553,-73.87867605
10,1,0,1,1,6,40.74844622,-73.87625343
10,1,1,1,1,6,40.7517525,-73.8752006
10,1,8,1,1,6,40.75197561,-73.86377324
10,1,5,1,1,6,40.7519964,-73.85604574
10,1,4,1,1,6,40.75327193,-73.86444914
10,1,4,1,1,6,40.75378397,-73.91108835
10,1,6,1,1,6,40.75387175,-73.85440303
10,1,4,1,1,6,40.75456729,-73.85529304
10,1,9,1,1,6,40.75656759,-73.87593153
10,1,5,1,1,6,40.75749634,-73.86701778
10,1,7,1,1,6,40.75798574,-73.882964
10,1,2,1,1,6,40.75978868,-73.90007077
10,1,6,1,1,6,40.76264498,-73.91988454
10,1,7,1,1,6,40.76339149,-73.93752516
10,1,6,1,1,6,40.76441977,-73.90412501
10,1,4,1,1,6,40.76714366,-73.93772742
10,1,6,1,1,6,40.76935329,-73.92012197
10,1,5,1,1,6,40.77040008,-73.91770183
10,1,1,1,1,6,40.77303165,-73.93375046
10,1,2,1,1,6,40.77544859,-73.91154324
10,1,10,1,1,6,40.77572707,-73.93388859
10,1,2,1,1,6,40.77623975,-73.91243039
10,1,2,1,1,6,40.78662619,-73.81347484
10,1,1,1,1,6,40.78871731,-73.84468837
10,1,8,3,1,6,40.58593342,-73.81504706
10,1,6,3,1,6,40.58751449,-73.81170513
10,1,2,3,1,6,40.5893872,-73.81555237
10,1,7,3,1,6,40.59646293,-73.77246641
10,1,5,3,1,6,40.60492996,-73.75221608
10,1,1,3,1,6,40.60851999,-73.74960246
10,1,0,3,1,6,40.6100355,-73.75358735
10,1,0,3,1,6,40.65980052,-73.75701864
10,1,11,3,1,6,40.66051429,-73.83058758
10,1,2,3,1,6,40.66891477,-73.775341
10,1,5,3,1,6,40.68163714,-73.82087487
10,1,2,3,1,6,40.68426813,-73.83470613
10,1,3,3,1,6,40.68426813,-73.83470613
10,1,8,3,1,6,40.68433971,-73.74970716
10,1,4,3,1,6,40.68779806,-73.82016601
10,1,10,3,1,6,40.68821577,-73.76286831
10,1,8,3,1,6,40.68943287,-73.86328441
10,1,3,3,1,6,40.69008035,-73.81755638
10,1,8,3,1,6,40.69278523,-73.85512782
10,1,3,3,1,6,40.6939507,-73.80922644
10,1,11,3,1,6,40.69604661,-73.81189267
10,1,8,3,1,6,40.69914887,-73.82091077
10,1,6,3,1,6,40.69922208,-73.8532385
10,1,9,3,1,6,40.69948866,-73.78824639
10,1,7,3,1,6,40.69949945,-73.8152297
10,1,9,3,1,6,40.69999374,-73.75765836
10,1,10,3,1,6,40.70031705,-73.80995837
10,1,7,3,1,6,40.70253916,-73.81429438
10,1,8,3,1,6,40.7030749,-73.80791637
10,1,11,3,1,6,40.70516614,-73.90767269
10,1,3,3,1,6,40.70766985,-73.78771904
10,1,11,3,1,6,40.70788116,-73.7862143
10,1,6,3,1,6,40.70909586,-73.86514855
10,1,7,3,1,6,40.70936806,-73.78877048
10,1,0,3,1,6,40.70989016,-73.79517485
10,1,8,3,1,6,40.71540401,-73.7918933
10,1,1,3,1,6,40.71802848,-73.79368522
10,1,4,3,1,6,40.72146173,-73.84397927
10,1,10,3,1,6,40.72241846,-73.9095356
10,1,0,3,1,6,40.722641,-73.85154182
10,1,8,3,1,6,40.72371861,-73.91195824
10,1,10,3,1,6,40.72575709,-73.90399663
10,1,1,3,1,6,40.73115496,-73.89342061
10,1,7,3,1,6,40.74258978,-73.88502999
10,1,5,3,1,6,40.74258978,-73.88502999
10,1,11,3,1,6,40.7431246,-73.95606807
10,1,7,3,1,6,40.74325935,-73.85785098
10,1,6,3,1,6,40.74378144,-73.91382997
10,1,11,3,1,6,40.74652728,-73.88656784
10,1,2,3,1,6,40.74655405,-73.76600981
10,1,5,3,1,6,40.74669533,-73.89295545
10,1,8,3,1,6,40.74704794,-73.88299043
10,1,5,3,1,6,40.7473998,-73.88625237
10,1,7,3,1,6,40.7478375,-73.88207234
10,1,1,3,1,6,40.74869594,-73.8841244
10,1,8,3,1,6,40.75140362,-73.83560428
10,1,3,3,1,6,40.75186669,-73.89322145
10,1,1,3,1,6,40.75201352,-73.8359998
10,1,7,3,1,6,40.75225568,-73.88950687
10,1,0,3,1,6,40.75265432,-73.86676757
10,1,7,3,1,6,40.75279104,-73.85497928
10,1,5,3,1,6,40.75411684,-73.89869689
10,1,9,3,1,6,40.75413534,-73.82310183
10,1,2,3,1,6,40.75546941,-73.88629995
10,1,1,3,1,6,40.75656759,-73.87593153
10,1,9,3,1,6,40.75958605,-73.77702773
10,1,11,3,1,6,40.76104718,-73.92339515
10,1,0,3,1,6,40.7622001,-73.84247962
10,1,8,3,1,6,40.7631668,-73.92442153
10,1,9,3,1,6,40.76507068,-73.91514534
10,1,0,3,1,6,40.76609914,-73.83001938
10,1,6,3,1,6,40.76670156,-73.83091314
10,1,9,3,1,6,40.76727893,-73.92108113
10,1,3,3,1,6,40.76788427,-73.88950982
10,1,1,3,1,6,40.76810411,-73.84052701
10,1,6,3,1,6,40.7685028,-73.91677276
10,1,2,3,1,6,40.76859458,-73.86808589
10,1,2,3,1,6,40.77054285,-73.91399391
10,1,8,3,1,6,40.78672232,-73.82043327
10,1,8,4,1,6,40.58711893,-73.81489256
10,1,2,4,1,6,40.59621398,-73.7647002
10,1,10,4,1,6,40.59825555,-73.75522966
10,1,7,4,1,6,40.65082179,-73.73683036
10,1,7,4,1,6,40.66246187,-73.73657178
10,1,1,4,1,6,40.67094164,-73.75316407
10,1,0,4,1,6,40.67307458,-73.84228996
10,1,1,4,1,6,40.67475622,-73.80579882
10,1,11,4,1,6,40.67590385,-73.81773216
10,1,0,4,1,6,40.67723394,-73.79274427
10,1,1,4,1,6,40.67827726,-73.83159881
10,1,0,4,1,6,40.67963079,-73.82093074
10,1,9,4,1,6,40.68801167,-73.82884823
10,1,8,4,1,6,40.6885734,-73.79780769
10,1,7,4,1,6,40.6889931,-73.84959745
10,1,6,4,1,6,40.68952877,-73.79327579
10,1,8,4,1,6,40.69101484,-73.81152463
10,1,7,4,1,6,40.69458736,-73.8541863
10,1,6,4,1,6,40.70252323,-73.81462984
10,1,8,4,1,6,40.70475368,-73.82267743
10,1,0,4,1,6,40.70761252,-73.87380443
10,1,7,4,1,6,40.71102423,-73.74092476
10,1,4,4,1,6,40.71145452,-73.82684382
10,1,3,4,1,6,40.71201405,-73.75810522
10,1,3,4,1,6,40.71404128,-73.7723428
10,1,11,4,1,6,40.71431348,-73.80881104
10,1,4,4,1,6,40.72232561,-73.86749923
10,1,2,4,1,6,40.72377943,-73.80347328
10,1,2,4,1,6,40.7268654,-73.86049446
10,1,4,4,1,6,40.72870814,-73.71068211
10,1,4,4,1,6,40.72918,-73.71058625
10,1,4,4,1,6,40.72950408,-73.71066422
10,1,4,4,1,6,40.73097861,-73.71089595
10,1,10,4,1,6,40.73233105,-73.9359775
10,1,6,4,1,6,40.73250891,-73.71148106
10,1,4,4,1,6,40.73250891,-73.71148106
10,1,4,4,1,6,40.73485923,-73.7128998
10,1,11,4,1,6,40.7378276,-73.73400406
10,1,4,4,1,6,40.73851993,-73.7028378
10,1,6,4,1,6,40.74052846,-73.70258706
10,1,4,4,1,6,40.74073165,-73.87457891
10,1,10,4,1,6,40.74296235,-73.95527425
10,1,5,4,1,6,40.7443282,-73.85655672
10,1,6,4,1,6,40.74492346,-73.90368752
10,1,4,4,1,6,40.74621845,-73.90980644
10,1,6,4,1,6,40.74719394,-73.89195856
10,1,1,4,1,6,40.74744874,-73.88579033
10,1,11,4,1,6,40.74749494,-73.88532107
10,1,0,4,1,6,40.74763902,-73.88393857
10,1,2,4,1,6,40.74840502,-73.8869075
10,1,4,4,1,6,40.75029159,-73.86023968
10,1,5,4,1,6,40.75031833,-73.86192872
10,1,9,4,1,6,40.75067896,-73.88542748
10,1,2,4,1,6,40.75197561,-73.86377324
10,1,5,4,1,6,40.75225953,-73.85358003
10,1,7,4,1,6,40.75277363,-73.8631869
10,1,6,4,1,6,40.7531868,-73.90237621
10,1,3,4,1,6,40.75338395,-73.86401579
10,1,0,4,1,6,40.75441697,-73.85580229
10,1,7,4,1,6,40.75641778,-73.835249
10,1,2,4,1,6,40.76081198,-73.7837125
10,1,6,4,1,6,40.76104718,-73.92339515
10,1,5,4,1,6,40.76148493,-73.91364823
10,1,4,4,1,6,40.76168434,-73.90214356
10,1,2,4,1,6,40.7645505,-73.76963957
10,1,0,4,1,6,40.76497245,-73.9053155
10,1,3,4,1,6,40.76522284,-73.90949912
10,1,7,4,1,6,40.76635627,-73.92885466
10,1,6,4,1,6,40.76635904,-73.88755209
10,1,6,4,1,6,40.76716929,-73.83168451
10,1,0,4,1,6,40.76789064,-73.92055333
10,1,2,4,1,6,40.76988022,-73.92408177
10,1,0,4,1,6,40.77076994,-73.89050147
10,1,6,4,1,6,40.77589131,-73.90235737
10,1,4,5,1,6,40.5792446,-73.83892958
10,1,8,5,1,6,40.58569537,-73.8172295
10,1,2,5,1,6,40.59763735,-73.78658888
10,1,10,5,1,6,40.59825555,-73.75522966
10,1,4,5,1,6,40.65068053,-73.83879316
10,1,4,5,1,6,40.67018311,-73.76448251
10,1,4,5,1,6,40.67354019,-73.73672269
10,1,9,5,1,6,40.67420461,-73.7356061
10,1,6,5,1,6,40.68063223,-73.8372858
10,1,4,5,1,6,40.68069721,-73.84458301
10,1,3,5,1,6,40.6813698,-73.85089819
10,1,1,5,1,6,40.68313112,-73.85672802
10,1,3,5,1,6,40.68442022,-73.78257211
10,1,1,5,1,6,40.68667182,-73.81959934
10,1,10,5,1,6,40.68696075,-73.78342561
10,1,11,5,1,6,40.69214136,-73.8280443
10,1,9,5,1,6,40.69429524,-73.82753028
10,1,7,5,1,6,40.69518117,-73.84441942
10,1,11,5,1,6,40.69728816,-73.90705971
10,1,1,5,1,6,40.69932416,-73.83157089
10,1,9,5,1,6,40.70044958,-73.78838399
10,1,9,5,1,6,40.70052234,-73.79677245
10,1,6,5,1,6,40.7005881,-73.74812422
10,1,11,5,1,6,40.70231541,-73.81173072
10,1,0,5,1,6,40.7025444,-73.81414289
10,1,0,5,1,6,40.70502494,-73.80058187
10,1,4,5,1,6,40.70541158,-73.82754119
10,1,9,5,1,6,40.70900722,-73.91266299
10,1,11,5,1,6,40.7095531,-73.79394591
10,1,2,5,1,6,40.7099964,-73.78865667
10,1,3,5,1,6,40.71291058,-73.90607842
10,1,9,5,1,6,40.71498864,-73.79444494
10,1,3,5,1,6,40.71552957,-73.75525712
10,1,8,5,1,6,40.71677756,-73.79406787
10,1,2,5,1,6,40.72174399,-73.92179886
10,1,1,5,1,6,40.72721067,-73.7511156
10,1,10,5,1,6,40.72801264,-73.73060121
10,1,9,5,1,6,40.73050292,-73.80278234
10,1,4,5,1,6,40.73630734,-73.7438395
10,1,11,5,1,6,40.73734272,-73.70832074
10,1,3,5,1,6,40.74585014,-73.87668411
10,1,5,5,1,6,40.74744874,-73.88579033
10,1,3,5,1,6,40.74759008,-73.884397
10,1,4,5,1,6,40.7477584,-73.82795488
10,1,5,5,1,6,40.74997502,-73.86175259
10,1,10,5,1,6,40.75009813,-73.88105778
10,1,6,5,1,6,40.75029159,-73.86023968
10,1,2,5,1,6,40.75077265,-73.8944395
10,1,0,5,1,6,40.75171594,-73.86469413
10,1,8,5,1,6,40.75193191,-73.85938445
10,1,8,5,1,6,40.75268087,-73.93640188
10,1,8,5,1,6,40.75297405,-73.70719476
10,1,7,5,1,6,40.75532256,-73.88769345
10,1,0,5,1,6,40.75693303,-73.84256066
10,1,7,5,1,6,40.75704561,-73.87132487
10,1,4,5,1,6,40.75736191,-73.92912776
10,1,3,5,1,6,40.7574919,-73.94616117
10,1,6,5,1,6,40.75861395,-73.76844726
10,1,3,5,1,6,40.7600819,-73.92472103
10,1,6,5,1,6,40.76104718,-73.92339515
10,1,8,5,1,6,40.76138606,-73.81044472
10,1,10,5,1,6,40.76174383,-73.8730882
10,1,3,5,1,6,40.76416499,-73.92305945
10,1,6,5,1,6,40.76469406,-73.91434801
10,1,5,5,1,6,40.76573218,-73.89218841
10,1,0,5,1,6,40.76607584,-73.82910971
10,1,8,5,1,6,40.76974098,-73.90987206
10,1,10,5,1,6,40.77023553,-73.91789338
10,1,0,5,1,6,40.77365346,-73.92713912
10,1,1,5,1,6,40.78093006,-73.84235588
10,1,2,0,1,6,40.58068432,-73.83415249
10,1,7,0,1,6,40.5930805,-73.79232493
10,1,8,0,1,6,40.59560654,-73.75899503
10,1,2,0,1,6,40.60129031,-73.74966558
10,1,11,0,1,6,40.60689702,-73.7492412
10,1,0,0,1,6,40.66240576,-73.74579215
10,1,5,0,1,6,40.66277228,-73.75661853
10,1,10,0,1,6,40.66750981,-73.74152995
10,1,5,0,1,6,40.6694643,-73.85409343
10,1,2,0,1,6,40.6716415,-73.84408139
10,1,3,0,1,6,40.67337996,-73.75618327
10,1,3,0,1,6,40.67687361,-73.81653979
10,1,7,0,1,6,40.67760528,-73.82821878
10,1,5,0,1,6,40.67798121,-73.86062196
10,1,8,0,1,6,40.67801747,-73.8160968
10,1,2,0,1,6,40.68004873,-73.77590919
10,1,11,0,1,6,40.68115605,-73.79416705
10,1,7,0,1,6,40.68392566,-73.83323951
10,1,5,0,1,6,40.68792853,-73.81080859
10,1,8,0,1,6,40.69117314,-73.84596853
10,1,3,0,1,6,40.69242621,-73.85999676
10,1,9,0,1,6,40.69515684,-73.85522725
10,1,6,0,1,6,40.6952292,-73.83747016
10,1,11,0,1,6,40.69783631,-73.7958466
10,1,10,0,1,6,40.70172741,-73.83265039
10,1,4,0,1,6,40.70201597,-73.80498006
10,1,5,0,1,6,40.70201597,-73.80498006
10,1,1,0,1,6,40.70213174,-73.82046636
10,1,6,0,1,6,40.70228214,-73.81152884
10,1,4,0,1,6,40.70437411,-73.81180425
10,1,7,0,1,6,40.70460401,-73.73126567
10,1,3,0,1,6,40.70507495,-73.89420168
10,1,10,0,1,6,40.70645794,-73.75518222
10,1,4,0,1,6,40.70855997,-73.79116443
10,1,1,0,1,6,40.70898751,-73.90183137
10,1,6,0,1,6,40.71502342,-73.91224388
10,1,2,0,1,6,40.71582204,-73.91210935
10,1,5,0,1,6,40.7360814,-73.77355209
10,1,5,0,1,6,40.73677575,-73.92826559
10,1,1,0,1,6,40.74027396,-73.89442005
10,1,2,0,1,6,40.74240439,-73.87824225
10,1,4,0,1,6,40.74326634,-73.89813237
10,1,8,0,1,6,40.74345202,-73.95121041
10,1,11,0,1,6,40.74360542,-73.92098647
10,1,4,0,1,6,40.74403334,-73.92469224
10,1,7,0,1,6,40.7456268,-73.93149326
10,1,10,0,1,6,40.7457761,-73.8903188
10,1,5,0,1,6,40.74633461,-73.86566143
10,1,4,0,1,6,40.7468531,-73.8914322
10,1,11,0,1,6,40.74699725,-73.89003889
10,1,4,0,1,6,40.74759008,-73.884397
10,1,3,0,1,6,40.74885111,-73.86295314
10,1,7,0,1,6,40.75023588,-73.85514003
10,1,10,0,1,6,40.75193191,-73.85938445
10,1,7,0,1,6,40.75197561,-73.86377324
10,1,8,0,1,6,40.75197561,-73.86377324
10,1,7,0,1,6,40.75279104,-73.85497928
10,1,5,0,1,6,40.75304082,-73.90505455
10,1,10,0,1,6,40.75356729,-73.90442216
10,1,3,0,1,6,40.75586092,-73.88258151
10,1,3,0,1,6,40.75736191,-73.92912776
10,1,10,0,1,6,40.7576573,-73.82518603
10,1,0,0,1,6,40.76118763,-73.84680652
10,1,3,0,1,6,40.76170213,-73.91788946
10,1,5,0,1,6,40.76239357,-73.90343484
10,1,10,0,1,6,40.76323792,-73.9089098
10,1,8,0,1,6,40.76629319,-73.82761459
10,1,2,0,1,6,40.7680227,-73.92100805
10,1,2,0,1,6,40.7907656,-73.84319209
10,1,4,6,1,6,40.57982132,-73.83720021
10,1,1,6,1,6,40.59360742,-73.75987722
10,1,1,6,1,6,40.60194431,-73.74874843
10,1,11,6,1,6,40.6659267,-73.82131718
10,1,8,6,1,6,40.66791622,-73.7947342
10,1,7,6,1,6,40.67405414,-73.72990709
10,1,4,6,1,6,40.67760528,-73.82821878
10,1,7,6,1,6,40.67760528,-73.82821878
10,1,10,6,1,6,40.67819456,-73.79271244
10,1,8,6,1,6,40.67958779,-73.78027323
10,1,3,6,1,6,40.68131662,-73.75174478
10,1,11,6,1,6,40.68194128,-73.77804449
10,1,6,6,1,6,40.68847107,-73.82051036
10,1,3,6,1,6,40.69119235,-73.86805872
10,1,10,6,1,6,40.69262055,-73.81663349
10,1,4,6,1,6,40.69564656,-73.81570918
10,1,8,6,1,6,40.69914887,-73.82091077
10,1,0,6,1,6,40.70234288,-73.89609226
10,1,3,6,1,6,40.7053174,-73.81124615
10,1,5,6,1,6,40.72658765,-73.74486543
10,1,7,6,1,6,40.73235493,-73.90011552
10,1,6,6,1,6,40.73315836,-73.89312874
10,1,2,6,1,6,40.74035132,-73.82498605
10,1,5,6,1,6,40.7424934,-73.91282479
10,1,0,6,1,6,40.74313132,-73.89753712
10,1,5,6,1,6,40.7460656,-73.86101365
10,1,10,6,1,6,40.74632882,-73.88852423
10,1,8,6,1,6,40.74719039,-73.88823046
10,1,8,6,1,6,40.75002125,-73.87583545
10,1,8,6,1,6,40.75058602,-73.87026541
10,1,4,6,1,6,40.75353246,-73.70659676
10,1,1,6,1,6,40.75544301,-73.94342325
10,1,9,6,1,6,40.75561624,-73.88490283
10,1,1,6,1,6,40.75575137,-73.87498015
10,1,5,6,1,6,40.75763751,-73.86567473
10,1,9,6,1,6,40.75846766,-73.8667379
10,1,7,6,1,6,40.76437347,-73.8836531
10,1,10,6,1,6,40.7645505,-73.76963957
10,1,11,6,1,6,40.76511018,-73.91290349
10,1,8,6,1,6,40.76767025,-73.8130189
10,1,4,6,1,6,40.76823317,-73.915885
10,1,7,6,1,6,40.7694366,-73.91024071
10,1,6,6,1,6,40.77196669,-73.93374069
10,1,3,6,1,6,40.77707005,-73.81755996
10,1,8,6,1,6,40.78595279,-73.79207724
10,1,7,6,1,6,40.7870884,-73.83203861
10,0,10,1,1,6,40.57896986,-73.84270296
10,0,9,0,1,6,40.58766357,-73.81055978
10,0,3,3,1,6,40.58766357,-73.81055978
10,0,9,0,1,6,40.58857378,-73.81496054
10,0,1,6,1,6,40.58979242,-73.78941514
10,0,6,5,1,6,40.59984384,-73.75607008
10,0,11,0,1,6,40.60228093,-73.75335669
10,0,0,0,1,6,40.60377844,-73.75928605
10,0,5,5,1,6,40.60397359,-73.74789089
10,0,5,0,1,6,40.60479106,-73.75399925
10,0,1,6,1,6,40.60529421,-73.75184019
10,0,3,5,1,6,40.60707275,-73.76218414
10,0,5,0,1,6,40.60935877,-73.76599726
10,0,8,1,1,6,40.60977657,-73.75061339
10,0,2,5,1,6,40.6537964,-73.84723332
10,0,5,1,1,6,40.65630854,-73.83575572
10,0,1,0,1,6,40.65772763,-73.77009494
10,0,5,0,1,6,40.66169947,-73.75680987
10,0,0,0,1,6,40.66497433,-73.77032589
10,0,6,5,1,6,40.6655103,-73.78490105
10,0,5,0,1,6,40.6655671,-73.72984413
10,0,2,0,1,6,40.66558509,-73.85560503
10,0,9,1,1,6,40.66658089,-73.82015112
10,0,10,6,1,6,40.66801435,-73.81199696
10,0,7,6,1,6,40.66881497,-73.81656556
10,0,3,5,1,6,40.67053222,-73.77573569
10,0,11,1,1,6,40.671629,-73.84295669
10,0,11,5,1,6,40.67244651,-73.79706349
10,0,11,1,1,6,40.67307458,-73.84228996
10,0,0,0,1,6,40.67405414,-73.72990709
10,0,5,3,1,6,40.67452958,-73.73607708
10,0,2,6,1,6,40.67457494,-73.81573496
10,0,11,0,1,6,40.67533224,-73.81217822
10,0,4,1,1,6,40.67573117,-73.85670426
10,0,8,1,1,6,40.67590385,-73.81773216
10,0,6,5,1,6,40.67598897,-73.72980191
10,0,4,5,1,6,40.67760528,-73.82821878
10,0,3,5,1,6,40.67760528,-73.82821878
10,0,2,6,1,6,40.67779167,-73.74517108
10,0,5,5,1,6,40.67843256,-73.75463254
10,0,10,0,1,6,40.67972831,-73.77347304
10,0,6,3,1,6,40.68020161,-73.74026934
10,0,4,0,1,6,40.68040847,-73.81119046
10,0,3,6,1,6,40.68049657,-73.7968443
10,0,0,0,1,6,40.68103074,-73.77700195
10,0,0,3,1,6,40.68111102,-73.83051362
